,m/z,theoretical_mz,ppm,precursor_type,name,formula,exact_mass,cas,biocyc,chebi,chembl,drugbank,hmdb,kegg,knapsack,lipidbank,lipidmaps,metabolights,pubchem,wikipedia
MSI03343,375.0977,375.0990,5,[M+K]+,"1,7-Diphospho-1-epi-valienol",C7H14O11P2,336.0011,,,,,,,C21206,,,,,,
MSI03344,375.2428,375.2410,5,[M]+,Tuberostemonine N,C22H33NO4,375.24095853,,,CHEBI:69385,,,,,,,,,5461840,
MSI03345,375.3361,375.3420,15,[M+H-2H2O]+,"4alpha-Methyl-5alpha-ergosta-8,14,24(28)-trien-3beta-ol",C29H46O,410.3549,,,,,,,C11508,,,,,,
MSI03346,375.3643,375.3647,1,[M+K]+,"3,4-Dimethyl-5-pentyl-2-furandecanoic acid",C21H36O3,336.26644501,116627-36-2; 116627-45-3,,CHEBI:186775,,,HMDB0112067,,,,LMFA01150029,,85564630,
MSI03349,376.9075,376.9078,1,[M+Na]+,Carbanide;iodogold,C2H6AuI-2,353.91799,,,,,,,,,,,,13173200,
MSI03350,377.0294,377.0296,1,[M]+,"methyl (2R,3S)-2-[(5-bromo-2-methylphenyl)sulfonylamino]-3-methylpentanoate",C14H20BrNO4S,377.02964,,,,,,,,,,,,8799275,
MSI03351,377.9627,377.9666,10,[M]+,"4,5-Dichloro-3-isothiazolecarboxylic acid [1-oxo-1-(thiophen-2-ylmethylamino)butan-2-yl] ester",C13H12Cl2N2O3S2,377.96664,,,CHEBI:116295,,,,,,,,,3220393,
MSI03354,379.0387,379.0378,2,[M]+,Methyl 5-chloro-4-{[3-(4-chlorophenyl)acryloyl]amino}-2-methoxybenzoate,C18H15Cl2NO4,379.0378133,,,CHEBI:116244,,,,,,,,,1183484,
MSI03355,379.0638,379.0600,10,[M+H-2H2O]+,(7R)-7-(5-Carboxy-5-oxopentanoyl)aminocephalosporinate,C16H18N2O9S,414.0733,,,,,,,C04712,,,,,,
MSI03356,379.1754,379.1757,1,[M+H]+,gibberellin A17,C20H26O7,378.16785316,18411-79-5,,CHEBI:24236,,,HMDB0036897,,,,LMPR0104170034,,5460657,
MSI03357,379.3392,379.3360,7,[M+H-H2O]+,Episterone,C28H44O,396.3392,,,,,,,C22122,,,,,,
MSI03359,380.1932,380.1934,1,[M]+,CID 1870030,C17H26N5O5+,380.19339395,,,,,,,,,,,,1870030,
MSI03360,380.3828,380.3832,1,[M+K]+,Chloranium;benzyl-dodecyl-dimethylazanium,C21H40ClN+2,341.284928,,,,,,,,,,,,162308537,
MSI03361,381.4128,381.4117,3,[M+K]+,Propylene glycol monostearate,C21H42O3,342.3133952,142-75-6; 1323-39-3; 8028-46-4,,CHEBI:177857,,,HMDB0029764,,,,LMFA07011008,,14878,
MSI03362,382.0179,382.0178,0,[M]+,CID 28978694,C15H15IN2O2,382.01783,,,,,,,,,,,,28978694,
MSI03363,382.3465,382.3447,5,[M]+,Hydroxynervonic acid,C24H46O3,382.34469533,73572-07-3,,CHEBI:85341,,,,,,,LMFA01050216,,5312783,
MSI03364,383.0142,383.0144,0,[M+H]+,7-bromo-3-[5-[(E)-hydroxyiminomethyl]-3-iminoindol-2-yl]-1H-indol-2-ol,C17H11BrN4O2,382.00654,,,,,,,,,,,,139562408,
MSI03365,383.0874,383.0871,1,[M+H]+,4-[3-(4-bromophenyl)-5-piperidin-4-yl-1H-pyrazol-4-yl]pyridine,C19H19BrN4,382.07931,,,,,,,,,,,,22953799,
MSI03366,383.1204,383.1130,19,[M+H]+,12-Deoxyaklanonic acid,C21H18O7,382.1053,,,,,,,C12420,,,,,,
MSI03370,385.1273,385.1290,6,[M+H]+,S-Adenosyl-L-homocysteine,C14H20N6O5S,384.1216,,,,,,,C00021,,,,,,
MSI03374,386.1465,386.1478,3,[M]+,"methyl 4-[5-[(E)-[[2-(2-methyl-1,3-dioxan-2-yl)acetyl]hydrazinylidene]methyl]furan-2-yl]benzoate",C20H22N2O6,386.14778643,,,CHEBI:114507,,,,,,,,,9564063,
MSI03375,387.0378,387.0320,16,[M+Na]+,Xanthosine 5'-phosphate,C10H13N4O9P,364.042,,,,,,,C00655,,,,,,
MSI03376,387.3194,387.3223,7,[M+NH4]+,cis-5-Tetradecenoylcarnitine,C21H39NO4,369.28790873,835598-21-5,,CHEBI:73060,,,HMDB0002014,,,,LMFA07070057,,22833575,
MSI03378,388.0538,388.0520,3,[M+H-2H2O]+,Gluconasturtiin,C15H21NO9S2,423.0658,,,,,,,C08417,,,,,,
MSI03379,388.0625,388.0626,0,[M]+,5-[(2-chloro-4-fluorophenoxy)methyl]-N-(2-furylmethyl)-N-prop-2-yn-1-ylisoxazole-3-carboxamide,C19H14ClFN2O4,388.0626128,,,,,,,,,,,,16188378,
MSI03380,388.1464,388.1468,1,[M]+,"2-[(2S,5S,6S)-5-(ethylsulfonylamino)-6-(hydroxymethyl)-2-oxanyl]-N-[(4-fluorophenyl)methyl]acetamide",C17H25FN2O5S,388.14682124,,,CHEBI:119081,,,,,,,,,54641002,
MSI03382,388.7368,388.7375,2,[M+H-2H2O]+,Rubidium tetrachloroaurate,AuCl4Rb,423.75082,13682-62-7,,CHEBI:51566,,,,,,,,,25137884,
MSI03383,389.0610,389.0640,7,[M+Na]+,Tetracenomycin F1,C20H14O7,366.074,,,,,,,C12367,,,,,,
MSI03384,389.3546,389.3570,7,[M+H-2H2O]+,Cycloeucalenone,C30H48O,424.3705,,,,,,,C22121,,,,,,
MSI03385,389.7680,389.7648,8,[M-H2O+NH4]+,Calcium iodate,Ca(IO3)2,389.74102,7789-80-2; 40563-56-2,,,,,,,,,,,24619,Calcium iodate
MSI03386,389.8461,389.8488,7,[M-H2O+NH4]+,"3,5-Diiodosalicylic acid",C7H4I2O3,389.82499,133-91-5; 1321-04-6,,,,DB04674,,,,,,,8631,
MSI03387,390.9653,390.9659,2,[M]+,S-(3-chlorophenyl) 2-[(3-chlorophenyl)sulfanyl]-3-pyridinecarbothioate,C18H11Cl2NOS2,390.9659117,,,,,,,,,,,,1822688,
MSI03388,391.0637,391.0638,0,[M]+,CID 35178625,C17H14FN3O5S,391.06381989,,,,,,,,,,,,35178625,
MSI03390,391.9510,391.9492,5,[M]+,3-amino-4-fluoro-N-(4-iodophenyl)benzenesulfonamide,C12H10FIN2O2S,391.94917,,,,,,,,,,,,28880465,
MSI03391,392.0594,392.0590,2,[M-H2O+NH4]+,Epithienamycin E,C13H16N2O8S2,392.0348,,,,,,,C11755,,,,,,
MSI03392,392.3953,392.3910,11,[M+H]+,"Cholesta-5,7-dien-3beta-ol-d7",C27H44O,391.383153244,388622-58-0,,,,,,,,,LMST01010364,,70699278,
MSI03393,392.7503,392.7498,1,[M+H-2H2O]+,"1,2-Dibromo-4-(1,2-dibromoethyl)cyclohexane",C8H12Br4,427.76315,3322-93-8,,,,,,,,,,,18728,
MSI03394,393.2089,393.2140,12,[M+NH4]+,(4-{4-[2-(gamma-L-Glutamylamino)ethyl]phenoxymethyl}furan-2-yl)methanamine,C19H25N3O5,375.1794,,,,,,,C21070,,,,,,
MSI03396,394.1288,394.1291,1,[M]+,Novobiocic acid(1-),C22H20NO6-,394.12906236,,,CHEBI:73953,,,,,,,,,71581126,
MSI03397,394.3135,394.3130,1,[M+K]+,Nakijinol B,C22H29NO3,355.21474379,,,CHEBI:70135,,,,,,,,,50994610,
MSI03398,395.1313,395.1317,1,[M+H]+,3-(4-Methoxyphenyl)-3-(4-methylphenyl)sulfonyl-1-phenyl-1-propanone,C23H22O4S,394.12388035,,,CHEBI:105017,,,,,,,,,2884084,
MSI03399,395.1463,395.1490,8,[M+H]+,Rotenone,C23H22O6,394.1416,,,,,,,C07593,,,,,,
MSI03400,395.1760,395.1730,8,[M+Na]+,Biocytin,C16H28N4O4S,372.1831,,,,,,,C05552,,,,,,
MSI03401,395.3048,395.3036,3,[M]+,"(7Z,10Z)-hexadecadienoylcarnitine",C23H41NO4,395.30355879,,,CHEBI:73065,,,,,,,LMFA07070021,,71464545,
MSI03402,395.7350,395.7386,9,[M-H2O+NH4]+,Cyclo-tetrametavanadate,O12V4-4,395.714806,,,CHEBI:46272,,DB02147,,,,,,,3393379,
MSI03404,395.9115,395.9094,5,[M+Na]+,Technetium tc 99m tiatide,C8H8N3O6STc-2,372.919631,104348-91-6,,,,,,,,,,,175971,
MSI03405,397.0699,397.0708,2,[M]+,4'-Hydroxycelecoxib,C17H14F3N3O3S,397.07079698,170571-00-3,,,,,HMDB0013995,,,,,,9908776,
MSI03406,397.1801,397.1802,0,[M]+,"(1S,2aR,8bR)-N-(4-fluorophenyl)-1-(hydroxymethyl)-4-(1-oxobutyl)-1,2a,3,8b-tetrahydroazeto[2,3-c]quinoline-2-carboxamide",C22H24FN3O3,397.1801698,,,CHEBI:128728,,,,,,,,,54652586,
MSI03407,397.3512,397.3556,11,[M]+,N-docosanoylglycine,C24H47NO3,397.35559436,14246-59-4,,CHEBI:87764,,,HMDB0013219,,,,,,21445006,
MSI03408,398.3865,398.3790,20,[M-H2O+NH4]+,24-Methylenecholesterol,C28H46O,398.3549,,,,,,,C15781,,,,,,
MSI03409,398.8687,398.8722,9,[M+K]+,ZINC;barium(2+);nitrate;sulfate,BaNO7SZn+,359.773936,,,,,,,,,,,,21400820,
MSI03410,399.0030,399.0031,0,[M+H]+,Bis[(E)-2-(phenylsulfonyl)ethenyl] sulfone,C16H14O6S3,397.99525168,,,,,,,,,,,,11326999,
MSI03411,399.0666,399.0667,0,[M+H]+,"3,5-dichloro-N-[3-[methyl(phenyl)carbamoyl]phenyl]benzamide",C21H16Cl2N2O2,398.0588831,,,,,,,,,,,,17227895,
MSI03412,399.4487,399.4487,0,[M+K]+,Pachysamine A,C24H44N2,360.350449412,6801-29-2,,,,,,,,,,,197857,
MSI03414,399.9786,399.9807,5,[M]+,Indirubin deriv. 7g,C16H9BrN4O4,399.98072,,,,,,,,,,,,135434963,
MSI03415,400.0165,400.0163,0,[M]+,"N-(6-methanesulfonyl-1,3-benzothiazol-2-yl)-4-(trifluoromethyl)benzamide",C16H11F3N2O3S2,400.01631905,871661-19-7,,,,,,,,,,,8002996,
MSI03416,400.1997,400.1998,0,[M]+,"18-Hydroxy-11,17-dimethoxyyohimban-16-carboxylic acid",C22H28N2O5,400.199822,687641-10-7,,CHEBI:181717,,,,,,,,,419781,
MSI03417,400.3712,400.3705,2,[M]+,"22,23-Dihydrobrassicasterol",C28H48O,400.37051615,4651-51-8; 474-62-4,,CHEBI:19809,,,HMDB0034224,,,,LMST01030096,,5283637,Campesterol
MSI03418,401.0078,401.0074,1,[M]+,Bismuth(III) citrate,C6H8BiO7,401.0074,813-93-4,,,,,,,,,,,9952859,Bismuth(III) citrate
MSI03419,401.0492,401.0493,0,[M+H]+,"2-(3,4-dichlorophenyl)-N-[3-(dimethylsulfamoyl)-4-methylphenyl]acetamide",C17H18Cl2N2O3S,400.041519,,,CHEBI:114311,,,,,,,,,4781543,
MSI03420,401.3222,401.3210,4,[M+H-2H2O]+,"2-Phytyl-1,4-naphthoquinone",C30H44O2,436.3341,,,,,,,C13309,,,,,,
MSI03421,402.1024,402.1016,2,[M]+,4-Chloro-3-(1-pyrrolidinylsulfonyl)benzoic acid [2-(butylamino)-2-oxoethyl] ester,C17H23ClN2O5S,402.1016207,,,CHEBI:108524,,,,,,,,,2434904,
MSI03422,402.1274,402.1340,17,[M+H-H2O]+,Jadomycin A,C24H21NO6,419.1369,,,,,,,C18680,,,,,,
MSI03423,402.1927,402.1921,1,[M]+,Nitropyrrolin E,C19H31ClN2O5,402.1921498,,,CHEBI:70280,,,,,,,,,50905210,
MSI03424,402.3552,402.3545,2,[M+K]+,Aurachin D,C25H33NO,363.256214676,108354-13-8,,CHEBI:2921,,,,,,,,,6124753,
MSI03425,402.4514,402.4484,7,[M+K]+,"N-Isobutyl-2,4-eicosadienamide",C24H45NO,363.350115059,54794-71-7,,,,,,,,,,,6441067,
MSI03429,403.8937,403.8967,7,[M+Na]+,"(2E,4E)-3,8,8-trichloro-7-(4-chlorophenyl)-2-hydroxy-6-oxoocta-2,4,7-trienoate",C14H7Cl4O4-,380.906894,,,CHEBI:2226,,,,,,,,,91825556,
MSI03430,403.9737,403.9727,2,[M]+,"(3E)-3-[(4-bromo-2-fluorophenyl)methylidene]-6-chloro-1,2-dihydropyrrolo[2,1-b]quinazolin-9-one",C18H11BrClFN2O,403.97273,,,,,,,,,,,,16554124,
MSI03431,405.0614,405.0606,2,[M]+,"N-(1,3-benzothiazol-2-yl)-N-[(4-cyanophenyl)methyl]benzenesulfonamide",C21H15N3O2S2,405.06056908,867298-65-5,,,,,,,,,,,7997081,
MSI03432,405.0794,405.0798,1,[M+Na]+,7-Hydroxy-2-methyl-4-oxo-4H-1-benzopyran-5-carboxylic acid 7-glucoside,C17H18O10,382.08999677,,,CHEBI:175883,,,HMDB0036377,,,,,,73981794,
MSI03434,405.5208,405.5209,0,[M+K]+,3-Methylpentacosane,C26H54,366.422551722,6902-54-1,,,,,HMDB0038309,,,,LMFA11000402,,189001,
MSI03435,406.3563,406.3559,1,[M+NH4]+,3beta-(2-Diethylaminoethoxy)androst-5-en-17-one cation,C25H42NO2+,388.321554582,,,CHEBI:190403,,,,,,,,,51398305,
MSI03436,406.3982,406.3989,2,[M+K]+,Benzyldimethyltetradecylammonium chloride,C23H42ClN,367.300578,139-08-2; 16287-71-1; 68391-01-5; 68424-85-1,,,,DB16590,,,,,,,8755,
MSI03439,408.9978,408.9973,1,[M+H]+,"(6E,8E,10S,11R,12E)-13-bromo-10,11-dichloro-7,11-dimethyl-3-methylene-4-oxotrideca-6,8,12-trienoic acid",C16H19BrCl2O3,407.98946,,,,,,,,,,LMPR0103010025,,636968,
MSI03440,409.1688,409.1685,1,[M+H]+,Bakkenolide D,C21H28O6S,408.16065978,18456-03-6,,CHEBI:168811,,,HMDB0034998,,,,,,12299953,
MSI03441,409.3857,409.3834,6,[M+H]+,"All-trans-4,4'-diapophytoene",C30H48,408.375601531,,,CHEBI:62736,,,,,,,LMPR01070131,,5377880,
MSI03443,410.1349,410.1350,1,[M-H2O+NH4]+,MM 42842,C13H22N4O9S,410.1107,,,,,,,C20928,,,,,,
MSI03444,410.2750,410.2743,2,[M+Na]+,H-Lys-Leu-Lys-OH,C18H37N5O4,387.28455468,,,CHEBI:160082,,,,,,,,,444506,
MSI03445,411.3065,411.3120,14,[M+NH4]+,Undecylprodigiosin,C25H35N3O,393.278,,,,,,,C12023,,,,,,
MSI03446,411.3324,411.3260,15,[M+H]+,"6-Geranylgeranyl-2,3-dimethylbenzene-1,4-diol",C28H42O2,410.3185,,,,,,,C20738,,,,,,
MSI03448,412.3327,412.3341,3,[M]+,"4alpha-Formyl-5alpha-cholesta-8,24-dien-3beta-ol",C28H44O2,412.334130642,,,CHEBI:146131,,,HMDB0062389,,,,LMST01010226,,22298941,
MSI03451,413.1020,413.1012,2,[M]+,4-hydroxy-N-[[2-oxo-1-(3-oxo-1H-isobenzofuran-1-yl)-3-indolylidene]amino]benzamide,C23H15N3O5,413.10117059,,,CHEBI:121462,,,,,,,,,4891265,
MSI03454,413.9902,413.9903,0,[M]+,4-Bromo-2-[3-(2-fluorophenyl)acryloyl]phenyl 2-furoate,C20H12BrFO4,413.9903,433258-13-0,,CHEBI:149797,,,,,,,,,5734448,
MSI03455,414.9189,414.9233,10,[M+H]+,"1D-myo-inositol 1,4,5-trisphosphate(6-)",C6H9O15P3-6,413.91543057,85166-31-0,,CHEBI:203600,,,,,,,,,21761708,
MSI03456,415.2079,415.2080,0,[M+H]+,1-(2-fluorophenyl)-4-[(1R)-3-methyl-1-[1-(thiophen-2-ylmethyl)tetrazol-5-yl]butyl]piperazine,C21H27FN6S,414.20019422,,,,,,,,,,,,1447741,
MSI03458,417.3729,417.3733,1,[M+H]+,beta-Tocopherol,C28H48O2,416.36543077,148-03-8; 16698-35-4,,CHEBI:47771,,,HMDB0006335,,,,,,6857447,%CE%92-Tocopherol
MSI03459,417.8856,417.8858,1,[M+H-H2O]+,Unii-98F8Y85B6W,C10H7INNaO7S,434.88856,8002-90-2,,,,DB13379,,,,,,,23673836,
MSI03460,418.1225,418.1270,10,[M+Na]+,Novobiocic acid,C22H21NO6,395.1369,,,,,,,C12474,,,,,,
MSI03461,418.1692,418.1693,0,[M]+,"(2R,3S,4S)-3-[4-[2-(3-fluorophenyl)ethynyl]phenyl]-4-(hydroxymethyl)-1-[4-oxanyl(oxo)methyl]-2-azetidinecarbonitrile",C25H23FN2O3,418.16927076,,,CHEBI:99199,,,,,,,,,54650028,
MSI03462,418.1763,418.1830,15,[M+H-2H2O]+,3''-Oxogentamicin A2,C17H31N3O11,453.1959,,,,,,,C21265,,,,,,
MSI03463,418.3123,418.3083,10,[M]+,24-northornasterol A,C26H42O4,418.30830982,,,CHEBI:169017,,,,,,,LMST01010320,,52931332,
MSI03464,418.5806,418.5825,4,[M+H-2H2O]+,tetrabromidodioxidomolybdate(VI),Br4H4MoO2,453.59578,,,CHEBI:51553,,,,,,,,,25137891,
MSI03465,419.2876,419.2930,12,[M+Na]+,"6-Geranylgeranyl-2-methylbenzene-1,4-diol",C27H40O2,396.3028,,,,,,,C20737,,,,,,
MSI03466,420.0015,420.0010,1,[M+H]+,"4-[(3,4-Dichlorophenyl)sulfanyl]-3-({[(propylamino)carbonyl]amino}sulfonyl)pyridine",C15H15Cl2N3O3S2,418.9931891,,,CHEBI:112888,,,,,,,,,1825804,
MSI03467,420.0826,420.0823,1,[M]+,CID 17706622,C19H18ClFN4O2S,420.0823029,,,,,,,,,,,,17706622,
MSI03469,420.8499,420.8477,5,[M+NH4]+,4-Aminophenylphosphate,C6H6Ag2NO4P,402.81329,72962-65-3,,,,,,,,,,,122270,
MSI03470,421.0957,421.1030,18,[M+Na]+,S-Adenosyl-4-methylthio-2-oxobutanoate,C15H20N5O6S,398.1134,,,,,,,C04425,,,,,,
MSI03471,421.2587,421.2620,7,[M]+,beta-PC-M6,C27H35NO3,421.2617,,,,,,,C20535,,,,,,
MSI03473,423.1123,423.1116,2,[M]+,CID 32031412,C20H23Cl2N3O3,423.111647,,,,,,,,,,,,32031412,
MSI03474,423.2532,423.2535,1,[M+H]+,"2,2-Dibutyl-3-(4-methoxyphenyl)-4-methyl-2H-1-benzopyran-7-ol acetate",C27H34O4,422.24570956,5188-50-1,,CHEBI:79581,,,,,,,,,255271,
MSI03475,423.3305,423.3380,17,[M+NH4]+,Emindole SB,C28H39NO,405.3032,,,,,,,C20527,,,,,,
MSI03476,423.3557,423.3600,11,[M+Na]+,5alpha-Campestan-3-one,C28H48O,400.3705,,,,,,,C15786,,,,,,
MSI03477,423.7144,423.7193,12,[M-H2O+NH4]+,"3,4,5,6-Tetrabromo-o-cresol",C7H4Br4O,423.69547,576-55-6,,,,,,,,,,,11336,
MSI03478,424.2784,424.2798,3,[M]+,"1-[[(8R,9S)-6-[(2R)-1-hydroxypropan-2-yl]-8-methyl-5-oxo-10-oxa-1,6,13,14-tetrazabicyclo[10.2.1]pentadeca-12(15),13-dien-9-yl]methyl]-1-methyl-3-propan-2-ylurea",C20H36N6O4,424.27980365,,,CHEBI:95975,,,,,,,,,44485758,
MSI03479,425.1513,425.1522,2,[M]+,4-(1H-benzimidazol-2-ylthio)-1-[4-(4-nitrophenyl)-1-piperazinyl]-1-butanone,C21H23N5O3S,425.15216079,,,CHEBI:111293,,,,,,,,,4034051,
MSI03480,425.2521,425.2590,16,[M+K]+,"(13S,14R)-1,13-Dihydroxy-N-methylcanadine",C21H24NO6,386.1604,,,,,,,C21587,,,,,,
MSI03481,425.2913,425.2903,2,[M+H]+,"3a,4b,7a,12a-Tetrahydroxy-5b-cholanoic acid",C24H40O6,424.28248899,122742-19-2,,CHEBI:181843,,,HMDB0000437,,,,LMST04010116,,5283895,
MSI03482,426.0263,426.0257,1,[M]+,Axillarin 7-sulfate,C17H14O11S,426.02568243,,,CHEBI:188021,,,,,,,LMPK12112974,,5323515,
MSI03484,427.0796,427.0794,0,[M+Na]+,VX-702,C19H12F4N4O2,404.08963829,479543-46-9; 745833-23-2,,CHEBI:94489,,DB05470,,,,,,,10341154,
MSI03489,429.3005,429.3005,0,[M+H]+,"1,25-Dihydroxy-24-oxo-16-ene-vitamin D3",C27H40O4,428.29265975,,,CHEBI:156186,,,,,,,LMST03020608,,9954323,
MSI03497,436.0835,436.0770,15,[M+H]+,Glucoberteroin,C13H25NO9S3,435.0691,,,,,,,C08401,,,,,,
MSI03498,436.4137,436.4150,4,[M+NH4]+,6alpha-Hydroxycampestanol,C28H50O2,418.3811,,,,,,,C15788,,,,,,
MSI03500,437.1071,437.1060,3,[M+Na]+,Asperuloside,C18H22O11,414.1162,,,,,,,C09769,,,,,,
MSI03501,437.1723,437.1726,1,[M+H]+,"6-Amino-5,7,7-tricyano-8-pyridin-4-yl-3,7,8,8a-tetrahydro-1H-isoquinoline-2-carboxylic acid benzyl ester",C25H20N6O2,436.1647739,,,CHEBI:117052,,,,,,,,,3156405,
MSI03502,437.3370,437.3379,2,[M+NH4]+,Stearidonyl carnitine,C25H41NO4,419.30355879,,,CHEBI:175355,,,HMDB0006463,,,,LMFA07070106,,53477835,
MSI03503,437.4925,437.4927,0,[M+K]+,4-Tripropylsilyloxyhexadecane,C25H54OSi,398.394392876,,,,,,,,,,,,632009,
MSI03504,437.9733,437.9705,6,[M]+,"o-(Pentafluorobenzyloxycarbonyl)-2,3,4,5-tetrafluorobenzoyl chloride",C15H4ClF9O3,437.9705251,,,,,,,,,,,,129837315,
MSI03505,438.1422,438.1427,1,[M]+,"5-[2-[[2-[[2-furanyl(oxo)methyl]amino]phenyl]-oxomethoxy]-1-oxoethyl]-2,4-dimethyl-1H-pyrrole-3-carboxylic acid ethyl ester",C23H22N2O7,438.14270105,,,CHEBI:115517,,,,,,,,,2545865,
MSI03506,438.2195,438.2188,1,[M]+,"N-[2-[(2R,5S,6S)-6-(hydroxymethyl)-5-[(4-methylphenyl)sulfonylamino]-2-oxanyl]ethyl]cyclohexanecarboxamide",C22H34N2O5S,438.21884336,,,CHEBI:118922,,,,,,,,,54640997,
MSI03507,438.4778,438.4801,5,[M]+,28-Methylnonacosan-1-ol,C30H62O,438.480066597,,,CHEBI:84919,,,,,,,,,14452912,
MSI03511,438.9159,438.9115,10,[M+Na]+,"(4-Bromo-2-ethoxycarbonylphenyl) 2,4-dichlorobenzoate",C16H11BrCl2O4,415.92178,,,,,,,,,,,,17343246,
MSI03512,439.1705,439.1780,16,[M+K]+,Versiconal hemiacetal acetate,C20H16O9,400.0794,,,,,,,C20505,,,,,,
MSI03513,439.3360,439.3320,8,[M+NH4]+,Paspaline,C28H39NO2,421.2981,,,,,,,C20530,,,,,,
MSI03516,440.0607,440.0530,18,[M+Na]+,Grixazone B,C18H15N3O7S,417.0631,,,,,,,C20799,,,,,,
MSI03517,441.2780,441.2780,0,[M]+,"3-(3-amino-2,6-diethylphenyl)-1-(2,3-dihydro-1H-inden-1-yl)-1-(4-propan-2-ylphenyl)urea",C29H35N3O,441.278012748,,,,,,,,,,,,12002515,
MSI03518,441.3642,441.3710,15,[M+Na]+,6-Deoxocathasterone,C28H50O2,418.3811,,,,,,,C15798,,,,,,
MSI03519,441.4170,441.4182,3,[M+H]+,[4-[2-(Hexadecoxymethyl)prop-2-enoxy]-4-oxobutyl]-trimethylazanium,C27H54NO3+,440.41036958,,,,,,,,,,,,23039592,
MSI03520,442.2381,442.2360,5,[M+Na]+,13-Desoxypaxilline,C27H33NO3,419.246,,,,,,,C20531,,,,,,
MSI03521,442.2748,442.2753,1,[M]+,"3alpha,7alpha-Dihydroxy-5beta-cholane-24-sulfonic acid",C24H42O5S,442.27529561,,,CHEBI:131594,,,,,,,,,21121407,
MSI03522,443.2666,443.2672,1,[M]+,"(5Z)-N-(Cyclopropylmethyl)-7-[(1R,2R,3R,5S)-3,5-dihydroxy-2-[(1E,3R)-3-hydroxy-4-phenoxy-1-buten-1-YL]cyclopentyl]-5-heptenamide",C26H37NO5,443.26717328,1138395-09-1,,CHEBI:190098,,,,,,,,,52224376,
MSI03524,445.1749,445.1750,0,[M]+,"3-[[2-(1-Benzyl-1H-indole-3-yl)ethyl]amino]-1,2,4-triazine-5,6-dicarboxylic acid dimethyl ester",C24H23N5O4,445.17500423,,,,,,,,,,,,15516766,
MSI03525,445.2670,445.2689,4,[M]+,"(8S,9R)-9-[[(3-hydroxyphenyl)methyl-methylamino]methyl]-6-[(2R)-1-hydroxypropan-2-yl]-8-methyl-10-oxa-1,6,14,15-tetrazabicyclo[10.3.0]pentadeca-12,14-dien-5-one",C23H35N5O4,445.26890461,,,CHEBI:96740,,,,,,,,,44506060,
MSI03527,446.4801,446.4764,8,[M+K]+,7-Keto Cholesterol-d7,C27H44O2,407.378067864,127684-08-6,,,,,,,,,LMST01010005,,3247054,
MSI03528,446.8386,446.8377,2,[M+H]+,"2,5-Bis(4-bromophenyl)-3,4-dichlorofuran",C16H8Br2Cl2O,445.82985,,,,,,,,,,,,12361393,
MSI03529,447.1615,447.1590,5,[M+Na]+,Chitobiose,C16H28N2O11,424.1693,,,,,,,C01674,,,,,,
MSI03533,450.2169,450.2170,1,[M-H2O+NH4]+,Geranylgeranyl diphosphate,C20H36O7P2,450.1936,,,,,,,C00353,,,,,,
MSI03534,450.8724,450.8731,1,[M+H-2H2O]+,"(2R,3'S,3aR,5R,5'S,6aR)-3'-bromo-5'-[(1R)-1-bromopropyl]-2-[(1R)-1-bromoprop-2-ynyl]spiro[3,3a,6,6a-tetrahydro-2H-furo[3,2-b]furan-5,2'-oxolane]",C15H19Br3O3,485.88638,,,,,,,,,,,,101277262,
MSI03535,452.0815,452.0818,1,[M]+,2-(2-fluorophenyl)-N-[3-[[3-(trifluoromethyl)phenyl]sulfamoyl]phenyl]acetamide,C21H16F4N2O3S,452.0817762,,,,,,,,,,,,35742998,
MSI03536,452.9581,452.9578,1,[M+H]+,CID 35637516,C17H13BrN2O4S2,451.95001,,,,,,,,,,,,35637516,
MSI03537,453.2294,453.2297,1,[M]+,"N-[(2R,3S,6R)-6-[2-(benzenesulfonamido)ethyl]-2-(hydroxymethyl)-3-oxanyl]-3-(1-piperidinyl)propanamide",C22H35N3O5S,453.2297424,,,CHEBI:118690,,,,,,,,,54639504,
MSI03539,453.9577,453.9567,2,[M]+,CID 15686398,C17H12BrClN2O6,453.95673,,,,,,,,,,,,15686398,
MSI03540,454.3538,454.3532,1,[M-H2O+NH4]+,27-Norcholestanehexol,C26H46O6,454.32943918,91999-66-5,,CHEBI:172134,,,HMDB0002157,,,,LMST04020029,,196302,
MSI03543,455.1160,455.1080,18,[M+H-2H2O]+,L-2-Aminoadipate adenylate,C16H23N6O10P,490.1213,,,,,,,C05560,,,,,,
MSI03544,455.1352,455.1349,1,[M]+,"N,N-diethyl-3-[(4-fluorophenyl)sulfonylamino]-4-(1-pyrrolidinyl)benzenesulfonamide",C20H26FN3O4S2,455.13487683,,,CHEBI:106049,,,,,,,,,3396597,
MSI03545,455.1464,455.1462,1,[M]+,CID 27214606,C21H23ClF3N4O2+,455.1461632,,,,,,,,,,,,27214606,
MSI03546,455.2433,455.2420,3,[M]+,"3-methoxy-N-[(4S,7R,8R)-8-methoxy-4,7,10-trimethyl-11-oxo-2-oxa-5,10-diazabicyclo[10.4.0]hexadeca-1(12),13,15-trien-14-yl]benzamide",C25H33N3O5,455.24202116,,,CHEBI:98582,,,,,,,,,54631576,
MSI03548,456.8826,456.8851,5,[M+H]+,CID 12031424,C16H12N2S2Se2,455.87723,,,,,,,,,,,,12031424,
